"","HostName","ParName","HostParPair"
"2182","Equus zebra","Draschia megastoma","Equus zebra, Draschia megastoma"
"2183","Equus zebra","Equus zebra gammaherpesvirus 2","Equus zebra, Equus zebra gammaherpesvirus 2"
"2184","Equus zebra","Gasterophilus intestinalis","Equus zebra, Gasterophilus intestinalis"
"2185","Equus zebra","Gasterophilus meridionalis","Equus zebra, Gasterophilus meridionalis"
"2186","Equus zebra","Gasterophilus nasalis","Equus zebra, Gasterophilus nasalis"
"2187","Equus zebra","Gasterophilus pecorum","Equus zebra, Gasterophilus pecorum"
"2188","Equus zebra","Habronema majus","Equus zebra, Habronema majus"
"2189","Equus zebra","Habronema malani","Equus zebra, Habronema malani"
"2190","Equus zebra","Habronema muscae","Equus zebra, Habronema muscae"
"2191","Equus zebra","Habronema zebrae","Equus zebra, Habronema zebrae"
"2192","Equus zebra","Hyalomma marginatum","Equus zebra, Hyalomma marginatum"
"2193","Equus zebra","Hyalomma truncatum","Equus zebra, Hyalomma truncatum"
"2194","Equus zebra","Ixodes rubicundus","Equus zebra, Ixodes rubicundus"
"2195","Equus zebra","Margaropus winthemi","Equus zebra, Margaropus winthemi"
"2196","Equus zebra","Oxyuris equi","Equus zebra, Oxyuris equi"
"2197","Equus zebra","Parapoteriostomum schuermanni","Equus zebra, Parapoteriostomum schuermanni"
"2198","Equus zebra","Probstmayria vivipara","Equus zebra, Probstmayria vivipara"
"2199","Equus zebra","Rhadinovirus Equid gammaherpesvirus 2","Equus zebra, Rhadinovirus Equid gammaherpesvirus 2"
"2200","Equus zebra","Rhinoestrus usbekistanicus","Equus zebra, Rhinoestrus usbekistanicus"
"2201","Equus zebra","Rhipicephalus arnoldi","Equus zebra, Rhipicephalus arnoldi"
"2202","Equus zebra","Rhipicephalus capensis","Equus zebra, Rhipicephalus capensis"
"2203","Equus zebra","Rhipicephalus evertsi","Equus zebra, Rhipicephalus evertsi"
"2204","Equus zebra","Rhipicephalus glabroscutatum","Equus zebra, Rhipicephalus glabroscutatum"
"2205","Equus zebra","Rhodococcus equi","Equus zebra, Rhodococcus equi"
"2206","Equus zebra","Setaria equina","Equus zebra, Setaria equina"
"2207","Equus zebra","Skrjabinodentus longiconus","Equus zebra, Skrjabinodentus longiconus"
"2208","Equus zebra","Strongylus asini","Equus zebra, Strongylus asini"
"2209","Equus zebra","Strongylus edentatus","Equus zebra, Strongylus edentatus"
"2210","Equus zebra","Strongylus equinus","Equus zebra, Strongylus equinus"
"2211","Equus zebra","Triodontophorus hartmannae","Equus zebra, Triodontophorus hartmannae"
"2212","Equus zebra","Triodontophorus nipponicus","Equus zebra, Triodontophorus nipponicus"
"2213","Equus zebra","Triodontophorus serratus","Equus zebra, Triodontophorus serratus"
"2214","Equus zebra","Varicellovirus Equid alphaherpesvirus 1","Equus zebra, Varicellovirus Equid alphaherpesvirus 1"
"2215","Equus zebra","Varicellovirus Equid alphaherpesvirus 4","Equus zebra, Varicellovirus Equid alphaherpesvirus 4"
"2216","Erignathus barbatus","Anisakis simplex","Erignathus barbatus, Anisakis simplex"
"2217","Erignathus barbatus","Contracaecum osculatum","Erignathus barbatus, Contracaecum osculatum"
"2218","Erignathus barbatus","Giardia intestinalis","Erignathus barbatus, Giardia intestinalis"
"2219","Erignathus barbatus","Leptospira interrogans","Erignathus barbatus, Leptospira interrogans"
"2220","Erignathus barbatus","Neospora caninum","Erignathus barbatus, Neospora caninum"
"2221","Erignathus barbatus","Otostrongylus circumlitus","Erignathus barbatus, Otostrongylus circumlitus"
"2222","Erignathus barbatus","Pseudoterranova decipiens","Erignathus barbatus, Pseudoterranova decipiens"
"2223","Erignathus barbatus","Toxoplasma gondii","Erignathus barbatus, Toxoplasma gondii"
"2224","Erignathus barbatus","Trichinella spiralis","Erignathus barbatus, Trichinella spiralis"
"2225","Erythrocebus patas","Deltaretrovirus Primate T-lymphotropic virus 1","Erythrocebus patas, Deltaretrovirus Primate T-lymphotropic virus 1"
"2226","Erythrocebus patas","Entamoeba coli","Erythrocebus patas, Entamoeba coli"
"2227","Erythrocebus patas","Flavivirus Yellow fever virus","Erythrocebus patas, Flavivirus Yellow fever virus"
"2228","Erythrocebus patas","Hepatocystis kochi","Erythrocebus patas, Hepatocystis kochi"
"2229","Erythrocebus patas","Hepatovirus Hepatovirus A","Erythrocebus patas, Hepatovirus Hepatovirus A"
"2230","Erythrocebus patas","Iodamoeba butschlii","Erythrocebus patas, Iodamoeba butschlii"
"2231","Erythrocebus patas","Lentivirus Simian immunodeficiency virus","Erythrocebus patas, Lentivirus Simian immunodeficiency virus"
"2232","Erythrocebus patas","Oesophagostomum bifurcum","Erythrocebus patas, Oesophagostomum bifurcum"
"2233","Erythrocebus patas","Treponema pallidum","Erythrocebus patas, Treponema pallidum"
"2234","Eudorcas thomsonii","Cooperioides antidorca","Eudorcas thomsonii, Cooperioides antidorca"
"2235","Eudorcas thomsonii","Rhipicephalus appendiculatus","Eudorcas thomsonii, Rhipicephalus appendiculatus"
"2236","Eudorcas thomsonii","Rhipicephalus compositus","Eudorcas thomsonii, Rhipicephalus compositus"
"2237","Eudorcas thomsonii","Rhipicephalus evertsi","Eudorcas thomsonii, Rhipicephalus evertsi"
"2238","Eudorcas thomsonii","Rhipicephalus pulchellus","Eudorcas thomsonii, Rhipicephalus pulchellus"
"2239","Eulemur albifrons","Lemuricola lemuris","Eulemur albifrons, Lemuricola lemuris"
"2240","Eulemur albifrons","Trichuris lemuris","Eulemur albifrons, Trichuris lemuris"
"2241","Eulemur collaris","Gaudalges haymani","Eulemur collaris, Gaudalges haymani"
"2242","Eulemur collaris","Lemuralges intermedius","Eulemur collaris, Lemuralges intermedius"
"2243","Eulemur collaris","Thysanotaenia lemuris","Eulemur collaris, Thysanotaenia lemuris"
"2244","Eulemur coronatus","Gaudalges caparti","Eulemur coronatus, Gaudalges caparti"
"2245","Eulemur fulvus","Callistoura blanci","Eulemur fulvus, Callistoura blanci"
"2246","Eulemur fulvus","Dipetalonema petteri","Eulemur fulvus, Dipetalonema petteri"
"2247","Eulemur fulvus","Lemuricola baltazardi","Eulemur fulvus, Lemuricola baltazardi"
"2248","Eulemur fulvus","Lemuricola vauceli","Eulemur fulvus, Lemuricola vauceli"
"2249","Eulemur macaco","Bacillus cereus","Eulemur macaco, Bacillus cereus"
"2250","Eulemur macaco","Callistoura brygooi","Eulemur macaco, Callistoura brygooi"
"2251","Eulemur macaco","Colobenterobius inglisi","Eulemur macaco, Colobenterobius inglisi"
"2252","Eulemur macaco","Dipetalonema petteri","Eulemur macaco, Dipetalonema petteri"
"2253","Eulemur macaco","Enterococcus sp.","Eulemur macaco, Enterococcus sp."
"2254","Eulemur macaco","Escherichia coli","Eulemur macaco, Escherichia coli"
"2255","Eulemur macaco","Klebsiella pneumoniae","Eulemur macaco, Klebsiella pneumoniae"
"2256","Eulemur macaco","Lemuricola lemuris","Eulemur macaco, Lemuricola lemuris"
"2257","Eulemur macaco","Lemuricola nana","Eulemur macaco, Lemuricola nana"
"2258","Eulemur macaco","Toxoplasma gondii","Eulemur macaco, Toxoplasma gondii"
"2259","Eulemur mongoz","Dipetalonema petteri","Eulemur mongoz, Dipetalonema petteri"
"2260","Eulemur mongoz","Lemuricola vauceli","Eulemur mongoz, Lemuricola vauceli"
"2261","Eulemur mongoz","Trichophilopterus ferrisi","Eulemur mongoz, Trichophilopterus ferrisi"
"2262","Eulemur mongoz","Trichuris lemuris","Eulemur mongoz, Trichuris lemuris"
"2263","Eulemur rufus","Acinetobacter lwoffii","Eulemur rufus, Acinetobacter lwoffii"
"2264","Eulemur rufus","Balantidium coli","Eulemur rufus, Balantidium coli"
"2265","Eulemur rufus","Enterobacter amnigenus","Eulemur rufus, Enterobacter amnigenus"
"2266","Eulemur rufus","Hepatocystis foleyi","Eulemur rufus, Hepatocystis foleyi"
"2267","Eulemur rufus","Ixodes lemuris","Eulemur rufus, Ixodes lemuris"
"2268","Eulemur rufus","Klebsiella pneumoniae","Eulemur rufus, Klebsiella pneumoniae"
"2269","Eulemur rufus","Lemuricola vauceli","Eulemur rufus, Lemuricola vauceli"
"2270","Eulemur rufus","Plasmodium girardi","Eulemur rufus, Plasmodium girardi"
"2271","Eumetopias jubatus","Anisakis pegreffii","Eumetopias jubatus, Anisakis pegreffii"
"2272","Eumetopias jubatus","Anophryocephalus ochotensis","Eumetopias jubatus, Anophryocephalus ochotensis"
"2273","Eumetopias jubatus","Bolbosoma bobrovoi","Eumetopias jubatus, Bolbosoma bobrovoi"
"2274","Eumetopias jubatus","Chlamydia psittaci","Eumetopias jubatus, Chlamydia psittaci"
"2275","Eumetopias jubatus","Contracaecum osculatum","Eumetopias jubatus, Contracaecum osculatum"
"2276","Eumetopias jubatus","Corynosoma semerme","Eumetopias jubatus, Corynosoma semerme"
"2277","Eumetopias jubatus","Corynosoma strumosum","Eumetopias jubatus, Corynosoma strumosum"
"2278","Eumetopias jubatus","Corynosoma validum","Eumetopias jubatus, Corynosoma validum"
"2279","Eumetopias jubatus","Corynosoma villosum","Eumetopias jubatus, Corynosoma villosum"
"2280","Eumetopias jubatus","Diphyllobothrium pacificum","Eumetopias jubatus, Diphyllobothrium pacificum"
"2281","Eumetopias jubatus","Diplogonoporus tetrapterus","Eumetopias jubatus, Diplogonoporus tetrapterus"
"2282","Eumetopias jubatus","Galactosomum stelleri","Eumetopias jubatus, Galactosomum stelleri"
"2283","Eumetopias jubatus","Mamastrovirus Mamastrovirus 1","Eumetopias jubatus, Mamastrovirus Mamastrovirus 1"
"2284","Eumetopias jubatus","Mastadenovirus Canine mastadenovirus A","Eumetopias jubatus, Mastadenovirus Canine mastadenovirus A"
"2285","Eumetopias jubatus","Orthohalarachne diminuata","Eumetopias jubatus, Orthohalarachne diminuata"
"2286","Eumetopias jubatus","Phocanema decipiens","Eumetopias jubatus, Phocanema decipiens"
"2287","Eumetopias jubatus","Phocitrema fusiforme","Eumetopias jubatus, Phocitrema fusiforme"
"2288","Eumetopias jubatus","Pricetrema zolophi","Eumetopias jubatus, Pricetrema zolophi"
"2289","Eumetopias jubatus","Pseudoterranova decipiens","Eumetopias jubatus, Pseudoterranova decipiens"
"2290","Eumetopias jubatus","Varicellovirus Phocid alphaherpes virus 1","Eumetopias jubatus, Varicellovirus Phocid alphaherpes virus 1"
"2291","Eumetopias jubatus","Vesivirus Vesicular exanthema of swine virus","Eumetopias jubatus, Vesivirus Vesicular exanthema of swine virus"
"2292","Euoticus elegantulus","Flavivirus Yellow fever virus","Euoticus elegantulus, Flavivirus Yellow fever virus"
"2293","Felis manul","Cytauxzoon manul","Felis manul, Cytauxzoon manul"
"2294","Felis manul","Lentivirus Feline immunodeficiency virus","Felis manul, Lentivirus Feline immunodeficiency virus"
"2295","Felis margarita","Gammaretrovirus Feline leukemia virus","Felis margarita, Gammaretrovirus Feline leukemia virus"
"2296","Felis margarita","Lentivirus Feline immunodeficiency virus","Felis margarita, Lentivirus Feline immunodeficiency virus"
"2297","Felis silvestris","Alphacoronavirus Alphacoronavirus 1","Felis silvestris, Alphacoronavirus Alphacoronavirus 1"
"2298","Felis silvestris","Ancylostoma caninum","Felis silvestris, Ancylostoma caninum"
"2299","Felis silvestris","Capillaria aerophila","Felis silvestris, Capillaria aerophila"
"2300","Felis silvestris","Capillaria plica","Felis silvestris, Capillaria plica"
"2301","Felis silvestris","Ceratophyllus sciurorum","Felis silvestris, Ceratophyllus sciurorum"
"2302","Felis silvestris","Ctenocephalides felis","Felis silvestris, Ctenocephalides felis"
"2303","Felis silvestris","Cylicospirura petrowi","Felis silvestris, Cylicospirura petrowi"
"2304","Felis silvestris","Cystoisospora felis","Felis silvestris, Cystoisospora felis"
"2305","Felis silvestris","Eimeria felina","Felis silvestris, Eimeria felina"
"2306","Felis silvestris","Gammaretrovirus Feline leukemia virus","Felis silvestris, Gammaretrovirus Feline leukemia virus"
"2307","Felis silvestris","Haemaphysalis moreli","Felis silvestris, Haemaphysalis moreli"
"2308","Felis silvestris","Haemaphysalis punctata","Felis silvestris, Haemaphysalis punctata"
"2309","Felis silvestris","Hydatigera taeniaeformis","Felis silvestris, Hydatigera taeniaeformis"
"2310","Felis silvestris","Ixodes hexagonus","Felis silvestris, Ixodes hexagonus"
"2311","Felis silvestris","Ixodes ricinus","Felis silvestris, Ixodes ricinus"
"2312","Felis silvestris","Lentivirus Feline immunodeficiency virus","Felis silvestris, Lentivirus Feline immunodeficiency virus"
"2313","Felis silvestris","Mesocestoides lineatus","Felis silvestris, Mesocestoides lineatus"
"2314","Felis silvestris","Mesocestoides litteratus","Felis silvestris, Mesocestoides litteratus"
"2315","Felis silvestris","Mycoplasma haemofelis","Felis silvestris, Mycoplasma haemofelis"
"2316","Felis silvestris","Mycoplasma haemominutum","Felis silvestris, Mycoplasma haemominutum"
"2317","Felis silvestris","Mycoplasma turicensis","Felis silvestris, Mycoplasma turicensis"
"2318","Felis silvestris","Neospora caninum","Felis silvestris, Neospora caninum"
"2319","Felis silvestris","Otodectes cynotis","Felis silvestris, Otodectes cynotis"
"2320","Felis silvestris","Peromyscopsylla spectabilis","Felis silvestris, Peromyscopsylla spectabilis"
"2321","Felis silvestris","Physaloptera praeputialis","Felis silvestris, Physaloptera praeputialis"
"2322","Felis silvestris","Protoparvovirus Carnivore protoparvovirus 1","Felis silvestris, Protoparvovirus Carnivore protoparvovirus 1"
"2323","Felis silvestris","Spilopsyllus cuniculi","Felis silvestris, Spilopsyllus cuniculi"
"2324","Felis silvestris","Thelazia callipaeda","Felis silvestris, Thelazia callipaeda"
"2325","Felis silvestris","Toxascaris leonina","Felis silvestris, Toxascaris leonina"
"2326","Felis silvestris","Toxocara cati","Felis silvestris, Toxocara cati"
"2327","Felis silvestris","Toxocara mystax","Felis silvestris, Toxocara mystax"
"2328","Felis silvestris","Toxoplasma gondii","Felis silvestris, Toxoplasma gondii"
"2329","Felis silvestris","Varicellovirus Felid alphaherpesvirus 1","Felis silvestris, Varicellovirus Felid alphaherpesvirus 1"
"2330","Felis silvestris","Vesivirus Feline calicivirus","Felis silvestris, Vesivirus Feline calicivirus"
"2331","Felis silvestris","Yersinia enterocolitica","Felis silvestris, Yersinia enterocolitica"
"2332","Felis silvestris","Yersinia pseudotuberculosis","Felis silvestris, Yersinia pseudotuberculosis"
"2333","Galago demidoff","Lemurphthirus galagus","Galago demidoff, Lemurphthirus galagus"
"2334","Galago demidoff","Notoedres galagoensis","Galago demidoff, Notoedres galagoensis"
"2335","Galago demidoff","Trypanosoma irangiense","Galago demidoff, Trypanosoma irangiense"
"2336","Galago demidoff","Trypanosoma perodictici","Galago demidoff, Trypanosoma perodictici"
"2337","Galago moholi","Galagalges congolensis","Galago moholi, Galagalges congolensis"
"2338","Galago moholi","Galagocheles lawrencei","Galago moholi, Galagocheles lawrencei"
"2339","Galago moholi","Lemurnyssus galagoensis","Galago moholi, Lemurnyssus galagoensis"
"2340","Galago moholi","Lemurphthirus galagus","Galago moholi, Lemurphthirus galagus"
"2341","Galago moholi","Primasubulura otolicini","Galago moholi, Primasubulura otolicini"
"2342","Galago senegalensis","Alphavirus Chikungunya virus","Galago senegalensis, Alphavirus Chikungunya virus"
"2343","Galago senegalensis","Amblyomma variegatum","Galago senegalensis, Amblyomma variegatum"
"2344","Galago senegalensis","Flavivirus Yellow fever virus","Galago senegalensis, Flavivirus Yellow fever virus"
"2345","Galago senegalensis","Galagocheles lawrencei","Galago senegalensis, Galagocheles lawrencei"
"2346","Galago senegalensis","Lemurphthirus galagus","Galago senegalensis, Lemurphthirus galagus"
"2347","Galago senegalensis","Lemurphthirus stigmosus","Galago senegalensis, Lemurphthirus stigmosus"
"2348","Galago senegalensis","Rhipicephalus sanguineus","Galago senegalensis, Rhipicephalus sanguineus"
"2349","Galago zanzibaricus","Amblyomma variegatum","Galago zanzibaricus, Amblyomma variegatum"
"2350","Galago zanzibaricus","Rhipicephalus sanguineus","Galago zanzibaricus, Rhipicephalus sanguineus"
"2351","Galerella sanguinea","Spirura dentata","Galerella sanguinea, Spirura dentata"
"2352","Galictis cuja","Amblyomma ovale","Galictis cuja, Amblyomma ovale"
"2353","Galictis cuja","Dioctophyma renale","Galictis cuja, Dioctophyma renale"
"2354","Galictis cuja","Trypanosoma cruzi","Galictis cuja, Trypanosoma cruzi"
"2355","Galictis vittata","Amblyomma ovale","Galictis vittata, Amblyomma ovale"
"2356","Galictis vittata","Paracoccidioides brasiliensis","Galictis vittata, Paracoccidioides brasiliensis"
"2357","Gazella gazella","Neoschoengastia israelensis","Gazella gazella, Neoschoengastia israelensis"
"2358","Gazella spekei","Skrjabinema ovis","Gazella spekei, Skrjabinema ovis"
"2359","Gazella spekei","Teladorsagia hamata","Gazella spekei, Teladorsagia hamata"
"2360","Gazella spekei","Trichostrongylus probolurus","Gazella spekei, Trichostrongylus probolurus"
"2361","Genetta genetta","Ancylostoma martinezi","Genetta genetta, Ancylostoma martinezi"
"2362","Genetta genetta","Ctenocephalides canis","Genetta genetta, Ctenocephalides canis"
"2363","Genetta genetta","Cystoisospora felis","Genetta genetta, Cystoisospora felis"
"2364","Genetta genetta","Diplopylidium monoophorum","Genetta genetta, Diplopylidium monoophorum"
