hostName,Order.1.2,Family.1.2,Genus.1.2,IUCN.Status.1.2,Mass.g,Group,parasiteName,ParType,ParPhylum,Prevalence,HostsSampled,SamplingType,HostEnvironment,Citation
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.581,43,Serology,terrestrial,Kennedy et al. 2003
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.163,43,PCR,terrestrial,Kennedy et al. 2003
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.462,13,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.545,11,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.2,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.286,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.7,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.5,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.5,2,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.231,13,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.529,17,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.071,14,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.351,37,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.25,4,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.059,17,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.292,72,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.5,4,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.357,14,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Alphacoronavirus Alphacoronavirus 1,Virus,RNA virus,0.03,67,Serology,terrestrial,Thalwitzer et al. 2010
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bacillus anthracis,Bacteria,Firmicutes,0.0435,23,Serology,terrestrial,Good et al. 2008
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.143,7,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.333,36,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.25,28,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.311,74,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.294,34,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.357,42,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.25,52,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Bartonella henselae,Bacteria,Proteobacteria,0.6,15,Serology,terrestrial,Molia et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Cryptococcus gattii,Fungus,Basidiomycota,1,1,DirectOther,terrestrial,Millward and Williams 2005
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Lentivirus Feline immunodeficiency virus,Virus,RNA virus,0.29,41,Serology,terrestrial,Brown et al. 1993
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Lentivirus Feline immunodeficiency virus,Virus,RNA virus,0.33,3,DirectBlood,terrestrial,Osofsky et al. 1996
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Lyssavirus Rabies lyssavirus,Virus,RNA virus,0.049,42,Serology,terrestrial,Thalwitzer et al. 2010
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.9,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,1,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.243,70,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.333,12,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.5,8,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.571,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.667,3,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.088,34,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.333,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.059,17,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.143,14,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.667,3,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.1,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.118,17,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.571,14,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Morbillivirus Canine distemper virus,Virus,RNA virus,0.045,67,Serology,terrestrial,Thalwitzer et al. 2010
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Mycobacterium bovis,Bacteria,Actinobacteria,1,1,DirectOther,terrestrial,Keet et al 1996a
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Neospora caninum,Protozoa,Apicomplexa,0.6,NA,Serology,terrestrial,Ferroglio et al. 2003
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.5,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.333,3,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.833,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.364,11,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,1,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.143,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.2,5,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.286,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,1,2,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.333,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.167,12,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.75,4,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.813,16,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.4,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.48,50,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.375,8,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.3,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.609,23,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,0.03,67,Serology,terrestrial,Thalwitzer et al. 2010
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Trichinella nelsoni,Helminth,Nematoda,0.2,5,DirectOther,terrestrial,Pozio et al. 1997
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.122,74,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.125,8,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.2,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.167,12,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.5,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.071,14,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.184,38,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.143,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.294,17,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.083,12,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.333,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,1,2,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Varicellovirus Felid alphaherpesvirus 1,Virus,DNA virus,0.03,62,Serology,terrestrial,Thalwitzer et al. 2010
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.667,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,3,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.188,16,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.727,11,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,2,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.9,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.833,6,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.429,7,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,12,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,5,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.5,4,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,1,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.653,49,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.455,22,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.3,10,Serology,terrestrial,Munson et al. 2004
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,46700,carnivores,Vesivirus Feline calicivirus,Virus,RNA virus,0.045,67,Serology,terrestrial,Thalwitzer et al. 2010
Addax_nasomaculatus,Cetartiodactyla,Bovidae,Addax,CR,70000.3,ungulates,Longistrongylus curvispiculum,Helminth,Nematoda,1,1,NA,terrestrial,Craig 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Agriostomum gorgonis,Helminth,Nematoda,NA,5,DirectOther,terrestrial,Ezenwa 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,0.12,155,NA,terrestrial,Gallivan et al 1995
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,NA,36,NA,terrestrial,Horak 1982
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,7,NA,terrestrial,Horak et al 1983a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,7,NA,terrestrial,Horak et al 1983a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,7,NA,terrestrial,Horak et al 1983a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,7,NA,terrestrial,Horak et al 1983a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,7,NA,terrestrial,Horak et al 1983a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,134,NA,terrestrial,Horak et al 1987b
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,65,NA,terrestrial,Horak et al 1995b
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,60,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,12,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,0.81,21,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,4,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,24,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,45,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,1,63,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,0.6,45,NA,terrestrial,Matthee et al 1997
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma hebraeum,Arthropod,Arthropoda,0.6,45,NA,terrestrial,Matthee et al 1997
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.24,65,NA,terrestrial,Horak et al 1995b
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.133,60,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.167,12,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.25,4,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.0952,21,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.489,45,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.4,10,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.44,63,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.04,45,NA,terrestrial,Matthee et al 1997
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma marmoreum,Arthropod,Arthropoda,0.04,45,NA,terrestrial,Matthee et al 1997
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma tholloni,Arthropod,Arthropoda,0.0952,21,DirectOther,terrestrial,Horak et al 2003
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Amblyomma variegatum,Arthropod,Arthropoda,NA,3,NA,terrestrial,Zieger et al 1998a
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Anaplasma platys,Bacteria,Proteobacteria,0.58,12,NA,terrestrial,du Plessis et al 1997
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.07,41,Serology,terrestrial,Anderson et al 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.27,92,Serology,terrestrial,Anderson et al 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.08,92,Serology,terrestrial,Anderson et al 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.07,308,Serology,terrestrial,Anderson et al 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.03,308,Serology,terrestrial,Anderson et al 1993
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,NA,NA,NA,terrestrial,Bastos et al 2000
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.5,2,Serology,terrestrial,Hamblin et al 1990
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,1,10,Serology,terrestrial,Keet et al 1996b
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.32,100,NA,terrestrial,Keet et al 1996b
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,LC,52500.1,ungulates,Aphthovirus Foot-and-mouth disease virus,Virus,RNA virus,0.3,134,Serology,terrestrial,Keet et al 1996b
