hostName,parRichCloseOnly,parRichTransKnown,groupSizeCar,logNumHostCitations,combIUCN,logHostSpeciesRange,logHostMass,logNumHostCitations_c,logHostSpeciesRange_c,logHostMass_c
Lynx_pardinus,9,45,non_group,3.091042453358316,threatened,3.298019667144789,2.2407096892759584,1.3142299660423709,-5.487274876172375,0.5050020340129531
Lynx_rufus,6,50,non_group,3.367295829986474,not_threatened,9.180142264422539,2.186511844817635,1.590483342670529,0.3948477211053749,0.45080418955462953
Martes_americana,0,14,non_group,1.791759469228055,not_threatened,8.938554220604422,0.22314355131420976,0.014946981912109747,0.15325967728725765,-1.5125641039487956
Martes_foina,3,31,non_group,3.2188758248682006,not_threatened,8.855239046393235,0.43230176206172405,1.4420633375522554,0.06994450307607103,-1.3034058932012813
Martes_martes,1,26,non_group,2.4849066497880004,not_threatened,9.031385581259515,0.26236426446749106,0.7080941624720551,0.24609103794235132,-1.4733433907955142
Martes_pennanti,2,7,non_group,1.3862943611198906,not_threatened,8.15511050912471,1.3862943611198906,-0.39051812619605464,-0.630184034192455,-0.34941329414311473
Meles_meles,6,44,group,4.07753744390572,not_threatened,10.195637889907148,2.5649493574615367,2.3007249565897743,1.4103433465899844,0.8292417021985314
Mephitis_mephitis,8,37,non_group,3.6375861597263857,not_threatened,9.415510484408562,0.7347688552507647,1.8607736724104404,0.6302159410913983,-1.0009388000122406
Mungos_mungo,0,1,group,0,not_threatened,9.673731876727773,0.6549259677397475,-1.7768124873159452,0.888437333410609,-1.0807816875232579
Mustela_erminea,1,31,non_group,2.833213344056216,not_threatened,10.589532018432667,-2.1252760780236355,1.056400856740271,1.804237475115503,-3.860983733286641
Mustela_frenata,2,4,non_group,1.0986122886681098,not_threatened,9.416615976005323,-1.9173226922034008,-0.6782001986478354,0.6313214326881589,-3.653030347466406
Mustela_lutreola,2,13,non_group,1.3862943611198906,threatened,8.18002811483684,-0.8209805520698302,-0.39051812619605464,-0.6052664284803235,-2.5566882073328356
Mustela_nivalis,1,23,non_group,1.9459101490553132,not_threatened,10.685013079523781,-1.984131361875511,0.16909766173936802,1.899718536206617,-3.7198390171385163
Mustela_putorius,2,41,non_group,2.9444389791664403,not_threatened,8.931359137214724,-0.08839415076259535,1.167626491850495,0.14606459389755955,-1.8241018060256007
Mustela_sibirica,0,1,non_group,0,not_threatened,9.930220326483754,-0.9038682118755978,-1.7768124873159452,1.14492578316659,-2.6395758671386034
Nandinia_binotata,0,2,non_group,0.6931471805599453,not_threatened,8.695687266070017,0.6931471805599453,-1.083665306756,-0.08960727724714701,-1.04256047470306
Nasua_narica,1,2,group,0,not_threatened,7.753250086274194,1.3937663759585917,-1.7768124873159452,-1.0320444570429697,-0.34194127930441365
Nasua_nasua,1,10,group,1.791759469228055,not_threatened,9.277530686499706,1.3333681553104855,0.014946981912109747,0.4922361431825415,-0.40233949995251983
Nyctereutes_procyonoides,5,56,non_group,3.332204510175204,not_threatened,8.810526614859532,1.3962446919730587,1.5553920228592586,0.025232071542367507,-0.33946296328994663
Otocyon_megalotis,1,2,non_group,1.0986122886681098,not_threatened,8.517557724965808,1.423108334242607,-0.6782001986478354,-0.26773681835135577,-0.31259932102039834
Paguma_larvata,2,2,non_group,1.3862943611198906,not_threatened,8.598352075932572,1.4586150226995167,-0.39051812619605464,-0.18694246738459164,-0.2770926325634886
Panthera_leo,5,31,group,3.4657359027997265,threatened,9.32702814138074,5.084499569891765,1.6889234154837813,0.5417335980635762,3.3487919146287597
Panthera_onca,1,14,non_group,1.6094379124341003,not_threatened,9.259209104487613,4.605170185988092,-0.16737457488184493,0.4739145611704494,2.8694625307250865
Panthera_pardus,2,8,non_group,2.1972245773362196,threatened,10.287000158021371,4.007327730672141,0.42041209002027435,1.501705614704207,2.2716200754091354
Prionailurus_bengalensis,0,2,non_group,0,not_threatened,9.230341901058718,1.1939224684724346,-1.7768124873159452,0.44504735774155435,-0.5417851867905707
Procyon_lotor,6,138,non_group,4.812184355372417,not_threatened,9.36762151820506,1.8794650496471605,3.0353718680564716,0.5823269748878968,0.14375739438415525
Puma_concolor,9,64,non_group,3.7376696182833684,not_threatened,10.014620033307622,3.9435216724875173,1.9608571309674232,1.2293254899904582,2.207814017224512
Speothos_venaticus,0,2,group,0,not_threatened,9.180289946907937,1.791759469228055,-1.7768124873159452,0.394995403590773,0.05605181396504966
Suricata_suricatta,0,2,group,1.0986122886681098,not_threatened,7.45051435899391,-0.3208942066578945,-0.6782001986478354,-1.3347801843232538,-2.0566018619208997
Taxidea_taxus,1,9,non_group,2.0794415416798357,not_threatened,9.089366714194169,1.9611646340887827,0.30262905436389054,0.30407217087700467,0.22545697882577742
Urocyon_cinereoargenteus,2,52,non_group,3.295836866004329,not_threatened,9.106143734305084,1.3438303943006302,1.519024378688384,0.32084919098791964,-0.3918772609623751
Urocyon_littoralis,5,16,non_group,1.9459101490553132,not_threatened,-0.6694306539426292,0.63974640383283,0.16909766173936802,-9.454725197259794,-1.0959612514301753
Ursus_americanus,6,44,non_group,3.6635616461296463,not_threatened,9.174727909250674,4.6046640579268905,1.886749158813701,0.38943336593350963,2.868956402663885
Ursus_arctos,4,19,non_group,2.6390573296152584,not_threatened,10.084655152110814,5.195843790777307,0.8622448422993132,1.2993606087936502,3.4601361355143014
Ursus_thibetanus,1,5,non_group,1.0986122886681098,threatened,8.584609754514986,4.350277936359301,-0.6782001986478354,-0.2006847888021781,2.614570281096296
Viverra_zibetha,0,1,non_group,0,not_threatened,8.309973184848891,2.2512917986064953,-1.7768124873159452,-0.47532135846827295,0.51558414334349
Vulpes_corsac,0,2,group,0.6931471805599453,not_threatened,8.76067193407157,0.8754687373538999,-1.083665306756,-0.024622609245593452,-0.8602389179091054
Vulpes_velox,2,22,non_group,2.302585092994046,not_threatened,7.808795917036038,0.787320350577195,0.5257726056781007,-0.9764986262811259,-0.9483873046858103
Vulpes_vulpes,6,135,non_group,5.2832037287379885,not_threatened,11.051431001865817,1.671134900237015,3.506391241422043,2.2661364585486528,-0.06457275502599025
